data_owner_slug,data_owner_agency,data_owner_city,data_owner_state,agency_with_access_slug,agency_with_access,agency_with_access_city,agency_with_access_state,relationship,owner_portal_url,source,source_generated_at
delphi-in-pd,Delphi IN PD,Delphi,IN,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/delphi-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
delphi-in-pd,Delphi IN PD,Delphi,IN,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/delphi-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
delphi-in-pd,Delphi IN PD,Delphi,IN,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/delphi-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
delphi-in-pd,Delphi IN PD,Delphi,IN,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/delphi-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
earlham-ia-pd,Earlham IA PD,Earlham,IA,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/earlham-ia-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
eau-claire-county-wi-so,Eau Claire County WI SO,Eau Claire County,WI,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/eau-claire-county-wi-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
eau-claire-county-wi-so,Eau Claire County WI SO,Eau Claire County,WI,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/eau-claire-county-wi-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
eau-claire-county-wi-so,Eau Claire County WI SO,Eau Claire County,WI,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/eau-claire-county-wi-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
eau-claire-county-wi-so,Eau Claire County WI SO,Eau Claire County,WI,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/eau-claire-county-wi-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
effingham-il-pd,Effingham IL PD,Effingham,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/effingham-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
effingham-il-pd,Effingham IL PD,Effingham,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/effingham-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
effingham-il-pd,Effingham IL PD,Effingham,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/effingham-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
effingham-il-pd,Effingham IL PD,Effingham,IL,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/effingham-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
effingham-il-pd,Effingham IL PD,Effingham,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/effingham-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
effingham-il-pd,Effingham IL PD,Effingham,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/effingham-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
elizabethtown-ky-pd,Elizabethtown KY PD,Elizabethtown,KY,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/elizabethtown-ky-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
elizabethtown-ky-pd,Elizabethtown KY PD,Elizabethtown,KY,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/elizabethtown-ky-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
elizabethtown-ky-pd,Elizabethtown KY PD,Elizabethtown,KY,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/elizabethtown-ky-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
elizabethtown-ky-pd,Elizabethtown KY PD,Elizabethtown,KY,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/elizabethtown-ky-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
elizabethtown-ky-pd,Elizabethtown KY PD,Elizabethtown,KY,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/elizabethtown-ky-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
elizabethtown-ky-pd,Elizabethtown KY PD,Elizabethtown,KY,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/elizabethtown-ky-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
elmwood-park-il-pd,Elmwood Park IL PD,Elmwood Park,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/elmwood-park-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
elmwood-park-il-pd,Elmwood Park IL PD,Elmwood Park,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/elmwood-park-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
elmwood-park-il-pd,Elmwood Park IL PD,Elmwood Park,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/elmwood-park-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
elmwood-park-il-pd,Elmwood Park IL PD,Elmwood Park,IL,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/elmwood-park-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
elmwood-park-il-pd,Elmwood Park IL PD,Elmwood Park,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/elmwood-park-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
elmwood-park-il-pd,Elmwood Park IL PD,Elmwood Park,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/elmwood-park-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
elyria-oh-pd,Elyria OH PD,Elyria,OH,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/elyria-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
evergreen-park-il-pd,Evergreen Park IL PD,Evergreen Park,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/evergreen-park-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
evergreen-park-il-pd,Evergreen Park IL PD,Evergreen Park,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/evergreen-park-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
evergreen-park-il-pd,Evergreen Park IL PD,Evergreen Park,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/evergreen-park-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
evergreen-park-il-pd,Evergreen Park IL PD,Evergreen Park,IL,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/evergreen-park-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
evergreen-park-il-pd,Evergreen Park IL PD,Evergreen Park,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/evergreen-park-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
evergreen-park-il-pd,Evergreen Park IL PD,Evergreen Park,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/evergreen-park-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
fairfax-oh-pd,Fairfax OH PD,Fairfax,OH,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/fairfax-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
fairfax-oh-pd,Fairfax OH PD,Fairfax,OH,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/fairfax-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
fairfax-oh-pd,Fairfax OH PD,Fairfax,OH,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/fairfax-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
fairfax-oh-pd,Fairfax OH PD,Fairfax,OH,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/fairfax-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
fairfax-oh-pd,Fairfax OH PD,Fairfax,OH,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/fairfax-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
fairfax-oh-pd,Fairfax OH PD,Fairfax,OH,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/fairfax-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
festus-mo-pd,Festus MO PD,Festus,MO,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/festus-mo-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
festus-mo-pd,Festus MO PD,Festus,MO,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/festus-mo-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
festus-mo-pd,Festus MO PD,Festus,MO,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/festus-mo-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
flossmoor-il-pd,Flossmoor IL PD,Flossmoor,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/flossmoor-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
flossmoor-il-pd,Flossmoor IL PD,Flossmoor,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/flossmoor-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
flossmoor-il-pd,Flossmoor IL PD,Flossmoor,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/flossmoor-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
flossmoor-il-pd,Flossmoor IL PD,Flossmoor,IL,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/flossmoor-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
flossmoor-il-pd,Flossmoor IL PD,Flossmoor,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/flossmoor-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
flossmoor-il-pd,Flossmoor IL PD,Flossmoor,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/flossmoor-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
forest-park-oh-pd,Forest Park OH PD,Forest Park,OH,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/forest-park-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
forest-park-oh-pd,Forest Park OH PD,Forest Park,OH,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/forest-park-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
forest-park-oh-pd,Forest Park OH PD,Forest Park,OH,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/forest-park-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
forest-park-oh-pd,Forest Park OH PD,Forest Park,OH,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/forest-park-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
forest-park-oh-pd,Forest Park OH PD,Forest Park,OH,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/forest-park-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
gahanna-oh-pd,Gahanna OH PD,Gahanna,OH,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/gahanna-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
gahanna-oh-pd,Gahanna OH PD,Gahanna,OH,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/gahanna-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
gahanna-oh-pd,Gahanna OH PD,Gahanna,OH,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/gahanna-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
gahanna-oh-pd,Gahanna OH PD,Gahanna,OH,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/gahanna-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
glen-ellyn-il-pd,Glen Ellyn IL PD,Glen Ellyn,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/glen-ellyn-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
glen-ellyn-il-pd,Glen Ellyn IL PD,Glen Ellyn,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/glen-ellyn-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
glen-ellyn-il-pd,Glen Ellyn IL PD,Glen Ellyn,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/glen-ellyn-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
glen-ellyn-il-pd,Glen Ellyn IL PD,Glen Ellyn,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/glen-ellyn-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
glen-ellyn-il-pd,Glen Ellyn IL PD,Glen Ellyn,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/glen-ellyn-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
glendale-heights-il-pd,Glendale Heights IL PD,Glendale Heights,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/glendale-heights-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
glendale-heights-il-pd,Glendale Heights IL PD,Glendale Heights,IL,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/glendale-heights-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
glendale-heights-il-pd,Glendale Heights IL PD,Glendale Heights,IL,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/glendale-heights-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
glendale-heights-il-pd,Glendale Heights IL PD,Glendale Heights,IL,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/glendale-heights-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
glendale-heights-il-pd,Glendale Heights IL PD,Glendale Heights,IL,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/glendale-heights-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
glendale-heights-il-pd,Glendale Heights IL PD,Glendale Heights,IL,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/glendale-heights-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
golf-manor-oh-pd,Golf Manor OH PD,Golf Manor,OH,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/golf-manor-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
golf-manor-oh-pd,Golf Manor OH PD,Golf Manor,OH,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/golf-manor-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
golf-manor-oh-pd,Golf Manor OH PD,Golf Manor,OH,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/golf-manor-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
golf-manor-oh-pd,Golf Manor OH PD,Golf Manor,OH,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/golf-manor-oh-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
grafton-wi-pd,Grafton WI PD,Grafton,WI,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/grafton-wi-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
grafton-wi-pd,Grafton WI PD,Grafton,WI,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/grafton-wi-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
grafton-wi-pd,Grafton WI PD,Grafton,WI,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/grafton-wi-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
grafton-wi-pd,Grafton WI PD,Grafton,WI,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/grafton-wi-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
grafton-wi-pd,Grafton WI PD,Grafton,WI,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/grafton-wi-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
grafton-wi-pd,Grafton WI PD,Grafton,WI,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/grafton-wi-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
grand-rapids-mi-pd,Grand Rapids MI PD,Grand Rapids,MI,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/grand-rapids-mi-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
grand-rapids-mi-pd,Grand Rapids MI PD,Grand Rapids,MI,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/grand-rapids-mi-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
grand-rapids-mi-pd,Grand Rapids MI PD,Grand Rapids,MI,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/grand-rapids-mi-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
grand-rapids-mi-pd,Grand Rapids MI PD,Grand Rapids,MI,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/grand-rapids-mi-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
grand-traverse-county-mi-so,Grand Traverse County MI SO,Grand Traverse County,MI,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/grand-traverse-county-mi-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
grand-traverse-county-mi-so,Grand Traverse County MI SO,Grand Traverse County,MI,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/grand-traverse-county-mi-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
grand-traverse-county-mi-so,Grand Traverse County MI SO,Grand Traverse County,MI,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/grand-traverse-county-mi-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
grand-traverse-county-mi-so,Grand Traverse County MI SO,Grand Traverse County,MI,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/grand-traverse-county-mi-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
greenfield-in-pd,Greenfield IN PD,Greenfield,IN,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/greenfield-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
greenfield-in-pd,Greenfield IN PD,Greenfield,IN,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/greenfield-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
greenfield-in-pd,Greenfield IN PD,Greenfield,IN,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/greenfield-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
greenfield-in-pd,Greenfield IN PD,Greenfield,IN,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/greenfield-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
greenwood-in-pd,Greenwood IN PD,Greenwood,IN,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/greenwood-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
greenwood-in-pd,Greenwood IN PD,Greenwood,IN,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/greenwood-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
greenwood-in-pd,Greenwood IN PD,Greenwood,IN,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/greenwood-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
greenwood-in-pd,Greenwood IN PD,Greenwood,IN,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/greenwood-in-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
hancock-county-in-so,Hancock County IN SO,Hancock County,IN,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/hancock-county-in-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
hancock-county-in-so,Hancock County IN SO,Hancock County,IN,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/hancock-county-in-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
hancock-county-in-so,Hancock County IN SO,Hancock County,IN,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/hancock-county-in-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
hancock-county-in-so,Hancock County IN SO,Hancock County,IN,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/hancock-county-in-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
hancock-county-in-so,Hancock County IN SO,Hancock County,IN,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/hancock-county-in-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
hancock-county-in-so,Hancock County IN SO,Hancock County,IN,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/hancock-county-in-so,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
herrin-il-pd,Herrin IL PD,Herrin,IL,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,https://transparency.flocksafety.com/herrin-il-pd,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
